date,country_code,indicator_code,value
1946-10-31,US,CREDIT_GROWTH,17.091424422009304
1946-11-30,US,CREDIT_GROWTH,17.091424422009304
1946-12-31,US,CREDIT_GROWTH,17.091424422009304
1947-01-31,US,CREDIT_GROWTH,17.206113733423244
1947-02-28,US,CREDIT_GROWTH,17.206113733423244
1947-03-31,US,CREDIT_GROWTH,17.206113733423244
1947-04-30,US,CREDIT_GROWTH,17.3117826795798
1947-05-31,US,CREDIT_GROWTH,17.3117826795798
1947-06-30,US,CREDIT_GROWTH,17.3117826795798
1947-07-31,US,CREDIT_GROWTH,17.41071892166943
1947-08-31,US,CREDIT_GROWTH,17.41071892166943
1947-09-30,US,CREDIT_GROWTH,17.41071892166943
1947-10-31,US,CREDIT_GROWTH,17.503375843961
1947-11-30,US,CREDIT_GROWTH,17.503375843961
1947-12-31,US,CREDIT_GROWTH,17.503375843961
1948-01-31,US,CREDIT_GROWTH,16.436858759229068
1948-02-29,US,CREDIT_GROWTH,16.436858759229068
1948-03-31,US,CREDIT_GROWTH,16.436858759229068
1948-04-30,US,CREDIT_GROWTH,15.403164201632702
1948-05-31,US,CREDIT_GROWTH,15.403164201632702
1948-06-30,US,CREDIT_GROWTH,15.403164201632702
1948-07-31,US,CREDIT_GROWTH,14.440621600346692
1948-08-31,US,CREDIT_GROWTH,14.440621600346692
1948-09-30,US,CREDIT_GROWTH,14.440621600346692
1948-10-31,US,CREDIT_GROWTH,13.549381139656425
1948-11-30,US,CREDIT_GROWTH,13.549381139656425
1948-12-31,US,CREDIT_GROWTH,13.549381139656425
1949-01-31,US,CREDIT_GROWTH,12.04460109361618
1949-02-28,US,CREDIT_GROWTH,12.04460109361618
1949-03-31,US,CREDIT_GROWTH,12.04460109361618
1949-04-30,US,CREDIT_GROWTH,10.658829721905416
1949-05-31,US,CREDIT_GROWTH,10.658829721905416
1949-06-30,US,CREDIT_GROWTH,10.658829721905416
1949-07-31,US,CREDIT_GROWTH,9.343844191977734
1949-08-31,US,CREDIT_GROWTH,9.343844191977734
1949-09-30,US,CREDIT_GROWTH,9.343844191977734
1949-10-31,US,CREDIT_GROWTH,8.107743400979084
1949-11-30,US,CREDIT_GROWTH,8.107743400979084
1949-12-31,US,CREDIT_GROWTH,8.107743400979084
1950-01-31,US,CREDIT_GROWTH,10.10671919328523
1950-02-28,US,CREDIT_GROWTH,10.10671919328523
1950-03-31,US,CREDIT_GROWTH,10.10671919328523
1950-04-30,US,CREDIT_GROWTH,12.050103060091955
1950-05-31,US,CREDIT_GROWTH,12.050103060091955
1950-06-30,US,CREDIT_GROWTH,12.050103060091955
1950-07-31,US,CREDIT_GROWTH,13.939779474130631
1950-08-31,US,CREDIT_GROWTH,13.939779474130631
1950-09-30,US,CREDIT_GROWTH,13.939779474130631
1950-10-31,US,CREDIT_GROWTH,15.757319390316638
1950-11-30,US,CREDIT_GROWTH,15.757319390316638
1950-12-31,US,CREDIT_GROWTH,15.757319390316638
1951-01-31,US,CREDIT_GROWTH,14.772810712307006
1951-02-28,US,CREDIT_GROWTH,14.772810712307006
1951-03-31,US,CREDIT_GROWTH,14.772810712307006
1951-04-30,US,CREDIT_GROWTH,13.849904164040305
1951-05-31,US,CREDIT_GROWTH,13.849904164040305
1951-06-30,US,CREDIT_GROWTH,13.849904164040305
1951-07-31,US,CREDIT_GROWTH,12.982469200133995
1951-08-31,US,CREDIT_GROWTH,12.982469200133995
1951-09-30,US,CREDIT_GROWTH,12.982469200133995
1951-10-31,US,CREDIT_GROWTH,12.175236178255421
1951-11-30,US,CREDIT_GROWTH,12.175236178255421
1951-12-31,US,CREDIT_GROWTH,12.175236178255421
1952-01-31,US,CREDIT_GROWTH,10.09247411887868
1952-02-29,US,CREDIT_GROWTH,10.09247411887868
1952-03-31,US,CREDIT_GROWTH,10.09247411887868
1952-04-30,US,CREDIT_GROWTH,10.491110521052827
1952-05-31,US,CREDIT_GROWTH,10.491110521052827
1952-06-30,US,CREDIT_GROWTH,10.491110521052827
1952-07-31,US,CREDIT_GROWTH,10.294844341953556
1952-08-31,US,CREDIT_GROWTH,10.294844341953556
1952-09-30,US,CREDIT_GROWTH,10.294844341953556
1952-10-31,US,CREDIT_GROWTH,11.150155137701411
1952-11-30,US,CREDIT_GROWTH,11.150155137701411
1952-12-31,US,CREDIT_GROWTH,11.150155137701411
1953-01-31,US,CREDIT_GROWTH,11.982482183704612
1953-02-28,US,CREDIT_GROWTH,11.982482183704612
1953-03-31,US,CREDIT_GROWTH,11.982482183704612
1953-04-30,US,CREDIT_GROWTH,11.529985632257379
1953-05-31,US,CREDIT_GROWTH,11.529985632257379
1953-06-30,US,CREDIT_GROWTH,11.529985632257379
1953-07-31,US,CREDIT_GROWTH,10.579450418160107
1953-08-31,US,CREDIT_GROWTH,10.579450418160107
1953-09-30,US,CREDIT_GROWTH,10.579450418160107
1953-10-31,US,CREDIT_GROWTH,8.472988295889138
1953-11-30,US,CREDIT_GROWTH,8.472988295889138
1953-12-31,US,CREDIT_GROWTH,8.472988295889138
1954-01-31,US,CREDIT_GROWTH,7.067814600778388
1954-02-28,US,CREDIT_GROWTH,7.067814600778388
1954-03-31,US,CREDIT_GROWTH,7.067814600778388
1954-04-30,US,CREDIT_GROWTH,6.278452461180861
1954-05-31,US,CREDIT_GROWTH,6.278452461180861
1954-06-30,US,CREDIT_GROWTH,6.278452461180861
1954-07-31,US,CREDIT_GROWTH,6.793258062773488
1954-08-31,US,CREDIT_GROWTH,6.793258062773488
1954-09-30,US,CREDIT_GROWTH,6.793258062773488
1954-10-31,US,CREDIT_GROWTH,8.16948446850072
1954-11-30,US,CREDIT_GROWTH,8.16948446850072
1954-12-31,US,CREDIT_GROWTH,8.16948446850072
1955-01-31,US,CREDIT_GROWTH,9.68950065430898
1955-01-31,US,UNEMP,4.9
1955-02-28,US,CREDIT_GROWTH,9.68950065430898
1955-02-28,US,UNEMP,4.7
1955-03-31,ES,CPI_INFL,3.260209
1955-03-31,US,CREDIT_GROWTH,9.68950065430898
1955-03-31,US,UNEMP,4.6
1955-04-30,ES,CPI_INFL,3.618108
1955-04-30,US,CREDIT_GROWTH,11.886274814297181
1955-04-30,US,UNEMP,4.7
1955-05-31,ES,CPI_INFL,3.678935
1955-05-31,US,CREDIT_GROWTH,11.886274814297181
1955-05-31,US,UNEMP,4.3
1955-06-30,ES,CPI_INFL,3.783918
1955-06-30,US,CREDIT_GROWTH,11.886274814297181
1955-06-30,US,UNEMP,4.2
1955-07-31,ES,CPI_INFL,3.68903
1955-07-31,US,CREDIT_GROWTH,12.702869042500264
1955-07-31,US,UNEMP,4.0
1955-08-31,ES,CPI_INFL,4.315866000000001
1955-08-31,US,CREDIT_GROWTH,12.702869042500264
1955-08-31,US,UNEMP,4.2
1955-09-30,ES,CPI_INFL,4.955671
1955-09-30,US,CREDIT_GROWTH,12.702869042500264
1955-09-30,US,UNEMP,4.1
1955-10-31,ES,CPI_INFL,5.264783
1955-10-31,US,CREDIT_GROWTH,13.679154501639967
1955-10-31,US,UNEMP,4.3
1955-11-30,ES,CPI_INFL,4.828011
1955-11-30,US,CREDIT_GROWTH,13.679154501639967
1955-11-30,US,UNEMP,4.2
1955-12-31,ES,CPI_INFL,4.216529
1955-12-31,US,CREDIT_GROWTH,13.679154501639967
1955-12-31,US,UNEMP,4.2
1956-01-31,DE,CPI_INFL,1.246106
1956-01-31,DE,CREDIT_GROWTH,19.95156407669021
1956-01-31,ES,CPI_INFL,3.685004
1956-01-31,UK,CPI_INFL,5.08167
1956-01-31,US,CPI_INFL,0.3745317999999999
1956-01-31,US,CREDIT_GROWTH,13.398782074971471
1956-01-31,US,UNEMP,4.0
1956-02-29,DE,CPI_INFL,2.194357
1956-02-29,DE,CREDIT_GROWTH,19.95156407669021
1956-02-29,ES,CPI_INFL,4.620866
1956-02-29,UK,CPI_INFL,5.08167
1956-02-29,US,CPI_INFL,0.3745317999999999
1956-02-29,US,CREDIT_GROWTH,13.398782074971471
1956-02-29,US,UNEMP,3.9
1956-03-31,DE,CPI_INFL,3.761755
1956-03-31,DE,CREDIT_GROWTH,19.95156407669021
1956-03-31,ES,CPI_INFL,5.222757
1956-03-31,UK,CPI_INFL,6.447731
1956-03-31,US,CPI_INFL,0.3745317999999999
1956-03-31,US,CREDIT_GROWTH,13.398782074971471
1956-03-31,US,UNEMP,4.2
1956-04-30,DE,CPI_INFL,3.761755
1956-04-30,DE,CREDIT_GROWTH,20.23085563775806
1956-04-30,ES,CPI_INFL,5.7511790000000005
1956-04-30,UK,CPI_INFL,7.334476
1956-04-30,US,CPI_INFL,0.7490637
1956-04-30,US,CREDIT_GROWTH,12.311808680029435
1956-04-30,US,UNEMP,4.0
1956-05-31,DE,CPI_INFL,3.773585
1956-05-31,DE,CREDIT_GROWTH,20.23085563775806
