country_code,count_stress,count_tranquil,mean_stress,mean_tranquil,median_stress,median_tranquil,std_stress,std_tranquil,min_stress,min_tranquil,max_stress,max_tranquil,mean_diff_stress_minus_tranquil,median_diff_stress_minus_tranquil
DE,135,672,0.08714300722291829,-0.0015275119679462937,0.1563282642073228,-0.09870114172338271,0.3803738589448684,0.4576207476422969,-0.6093938282710857,-1.0881906281934002,0.8717681642294908,1.6442171225690616,0.08867051919086458,0.2550294059307055
ES,135,682,0.013937639570841303,0.21687184490094213,-0.0215770594135915,0.06970481239384671,0.3188183837189185,0.6776407882065068,-0.6048655897027304,-1.179300160075067,0.9533528175924136,1.9712748447974289,-0.20293420533010084,-0.09128187180743821
UK,135,672,-0.036178442887476105,0.0004872695760072974,-0.1057495853704118,-0.1230971007735049,0.30289382751194077,0.5088510635537483,-0.6425336141556859,-1.033669488181748,1.0294722839643553,1.9431414771637696,-0.0366657124634834,0.017347515403093094
US,135,783,0.1473726535079093,0.15288772071929388,0.0923378101466784,-0.0266653845584817,0.4037528518616085,0.6218136581121431,-0.5578598156539705,-0.7583845788410765,1.6938867906924822,2.3008995630384597,-0.005515067211384589,0.1190031947051601
