country_code,count_stress,count_tranquil,mean_stress,mean_tranquil,median_stress,median_tranquil,std_stress,std_tranquil,min_stress,min_tranquil,max_stress,max_tranquil,mean_diff_stress_minus_tranquil,median_diff_stress_minus_tranquil
DE,112,132,0.8323483807938233,-0.6660727989075215,0.15802921523953462,-1.3040122926817785,2.115188934086311,1.564501992418303,-2.372022527543045,-2.739314211762366,4.2187792472366885,3.0120211169932345,1.498421179701345,1.4620415079213132
ES,100,123,0.26730527401867016,-0.08278684711290524,-0.3339404857112924,-1.098473342007897,2.0815489246960475,2.058559664471884,-2.9340320399173594,-2.9548886195178983,3.8316432376071945,3.316103416786405,0.3500921211315754,0.7645328562966045
UK,112,132,1.1385731755808486,-0.9331219742766408,0.46568710300262883,-0.8854413611766545,2.0907361382746923,0.7649072572196218,-2.0126612144497855,-2.3918755466484027,8.115701861443817,1.480739227160969,2.071695149857489,1.3511284641792833
US,111,132,1.4798897354590792,-1.2833701250358887,1.0658195775489172,-1.1706722268856633,2.25288569535162,0.6716858512969544,-1.823214409350434,-2.6292240099898767,7.975706429427603,0.8968501901128925,2.763259860494968,2.2364918044345803
