date,country_code,fci_pca,window_label,episode
2013-10-31,US,-0.5121034595014875,tranquil,
2013-11-30,US,-1.2109259439088045,tranquil,
2013-12-31,US,-1.1486324383121145,tranquil,
2014-01-31,US,-0.9965587024210486,tranquil,
2014-02-28,US,-0.9332181550609434,tranquil,
2014-03-31,US,-0.9790389711534692,tranquil,
2014-04-30,US,-1.054301318824697,tranquil,
2014-05-31,US,-1.157507749502632,tranquil,
2014-06-30,US,-1.3231019883493065,tranquil,
2014-07-31,US,-1.2276627834783282,tranquil,
2014-08-31,US,-1.1878295310286155,tranquil,
2014-09-30,US,-1.1366913993644865,tranquil,
2014-10-31,US,-0.7433541512105557,tranquil,
2014-11-30,US,-1.004927215432814,tranquil,
2014-12-31,US,-0.8318502402168483,tranquil,
2015-01-31,US,-0.7155150090891789,tranquil,
2015-02-28,US,-1.064412118581596,tranquil,
2015-03-31,US,-1.1605851446271478,buffer,
2015-04-30,US,-1.2041687200084945,buffer,
2015-05-31,US,-1.2055879589879477,buffer,
2015-06-30,US,-1.1152071760454003,stress,China/commodity/EM stress
2015-07-31,US,-1.0407891956559236,stress,China/commodity/EM stress
2015-08-31,US,-0.5358892877002716,stress,China/commodity/EM stress
2015-09-30,US,-0.1687830293073774,stress,China/commodity/EM stress
2015-10-31,US,-0.6668473704948951,stress,China/commodity/EM stress
2015-11-30,US,-0.8252191742113705,stress,China/commodity/EM stress
2015-12-31,US,-0.643126702245206,stress,China/commodity/EM stress
2016-01-31,US,-0.0302898283311742,stress,China/commodity/EM stress
2016-02-29,US,0.0104848978405619,stress,China/commodity/EM stress
2016-03-31,US,-0.5601387572247051,stress,China/commodity/EM stress
2016-04-30,US,-0.7444071616444389,buffer,
2016-05-31,US,-0.8407896814238262,buffer,
2016-06-30,US,-0.1852894905614459,buffer,
2016-07-31,US,-0.7466503880185108,tranquil,
2016-08-31,US,-0.9364935273989626,tranquil,
2016-09-30,US,-0.8785923529460155,tranquil,
2016-10-31,US,-0.8233406857537782,tranquil,
2016-11-30,US,-0.4256399929346894,tranquil,
2016-12-31,US,-0.9172097559435288,tranquil,
2017-01-31,US,-0.7857791252099061,tranquil,
2017-02-28,US,-0.8350505440992712,tranquil,
2017-03-31,US,-1.0110977558693752,tranquil,
2017-04-30,US,-1.0798623765519677,tranquil,
2017-05-31,US,-1.3643258730602843,tranquil,
2017-06-30,US,-1.4516482034787708,tranquil,
2017-07-31,US,-1.4508241743520074,tranquil,
2017-08-31,US,-1.3241675681328913,tranquil,
2017-09-30,US,-1.5060054739602966,tranquil,
2017-10-31,US,-1.6840434878100718,tranquil,
2017-11-30,US,-1.762208172525889,tranquil,
2017-12-31,US,-1.674585776742432,tranquil,
2018-01-31,US,-1.6453982625449983,tranquil,
2018-02-28,US,-1.1451088096960906,tranquil,
2018-03-31,US,-0.9712995035612336,tranquil,
2018-04-30,US,-1.0550752750528245,tranquil,
2018-05-31,US,-1.2762967041632491,tranquil,
2018-06-30,US,-1.3296127642220477,tranquil,
2018-07-31,US,-1.234922845410393,tranquil,
2018-08-31,US,-1.5342354137295822,tranquil,
2018-09-30,US,-1.5468978443731431,tranquil,
2018-10-31,US,-0.9182353310909496,tranquil,
2018-11-30,US,-0.6701671595389308,tranquil,
2018-12-31,US,0.0170370568449777,tranquil,
2019-01-31,US,-0.0330733623097187,tranquil,
2019-02-28,US,-1.0022439286331923,tranquil,
2019-03-31,US,-0.9448162384699254,tranquil,
2019-04-30,US,-1.2751095581979837,tranquil,
2019-05-31,US,-0.9347727935553136,tranquil,
2019-06-30,US,-0.7807208959965833,tranquil,
2019-07-31,US,-1.0841511023826689,tranquil,
2019-08-31,US,-0.5085058248131795,tranquil,
2019-09-30,US,-1.044963892322775,tranquil,
2019-10-31,US,-1.162870652769701,tranquil,
2019-11-30,US,-1.2784502434792688,buffer,
2019-12-31,US,-1.1838248670419949,buffer,
2020-01-31,US,-1.2100134715093684,buffer,
2020-02-29,US,-0.7841729660577947,stress,COVID-19 shock
2020-03-31,US,2.7344847163419828,stress,COVID-19 shock
2020-05-31,US,2.9900468356228087,stress,COVID-19 shock
2020-06-30,US,2.376317170338743,stress,COVID-19 shock
2020-07-31,US,1.972798185409812,buffer,
2020-08-31,US,0.9937698368608524,buffer,
2020-09-30,US,1.103600260082464,buffer,
2020-10-31,US,0.8968501901128925,tranquil,
2020-11-30,US,0.5152383581533254,tranquil,
2020-12-31,US,0.3011896104028694,tranquil,
2021-01-31,US,-0.2433948890949233,tranquil,
2021-02-28,US,-0.715599787169838,tranquil,
2021-03-31,US,-0.8591060583512917,tranquil,
2021-04-30,US,-2.3074921259311836,tranquil,
2021-05-31,US,-2.1576641022879297,tranquil,
2021-06-30,US,-2.420786888913834,tranquil,
2021-07-31,US,-2.0047289851279695,tranquil,
2021-08-31,US,-2.163343726758972,tranquil,
2021-09-30,US,-2.0824182369252826,tranquil,
2021-10-31,US,-2.413868884623199,buffer,
2021-11-30,US,-2.259999524712731,buffer,
2021-12-31,US,-2.025849490669905,buffer,
2022-01-31,US,-1.823214409350434,stress,Inflation/tightening stress
