country_code,n_obs_overlap,corr_ew_pca,mean_ew,mean_pca,std_ew,std_pca
DE,277,0.7730360694794103,-0.11028292978649713,1.0260544920723469e-16,0.3179130611525332,1.9621363160562593
ES,253,0.208778212861328,-0.1269549933244982,-2.246775449043795e-16,0.35558906946071894,2.057819192521985
UK,277,0.6962901332924131,-0.11901194315697766,0.0,0.2876365996940389,1.7967312475523949
US,276,0.7127443454194684,-0.059881259476173065,1.2872151010146743e-16,0.3886372554107544,2.074935580993754
